Thu Feb 2 05:54:34 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 85745554
numbers of Z: 35096
shape of features
(35096,)
shape of features
(35096,)
ZX	Vol	Parts	Cubes	Eps
X	0.024680378611947853	288140	288.14	0.044080795358148676
X	0.024893950801927873	844438	844.438	0.030891714999831947
X	0.02362900389423054	311874	311.874	0.04231445462712954
X	0.024263549897155456	23051	23.051	0.10172355361075576
X	0.02333203698021876	71599	71.599	0.06881480757353571
X	0.023016354786542216	51899	51.899	0.07625924791288295
X	0.022969910131405227	14621	14.621	0.11625029749910941
X	0.022922727382679392	25572	25.572	0.09642001570515991
X	0.023012168417230944	13332	13.332	0.11995566046633205
X	0.023552873862742216	33352	33.352	0.08905138425097865
X	0.024313175552786153	64343	64.343	0.07229586527350332
X	0.022770816539243757	9872	9.872	0.1321268716947768
X	0.02293679967071855	39035	39.035	0.08375798341815514
X	0.02294070662999895	20254	20.254	0.10423942213782703
X	0.023040668459476252	96257	96.257	0.06208989387674586
X	0.022813327152310613	14231	14.231	0.11703553280671548
X	0.023169786529828762	40092	40.092	0.08329548033322876
X	0.022647482940447296	18841	18.841	0.10632580118124696
X	0.024719970873352762	60808	60.808	0.07407910813187965
X	0.022796490134766968	9083	9.083	0.13589794532646796
X	0.022984783624805608	17399	17.399	0.1097249463589034
X	0.02298256126225053	38780	38.78	0.0839969546065436
X	0.023051604584323804	299381	299.381	0.042542758087389665
X	0.023355484439521113	14472	14.472	0.11729696506069916
X	0.022671678562193813	3931	3.931	0.1793329987064688
X	0.02328710140018618	17045	17.045	0.11096162534159684
X	0.023047902255765303	404238	404.238	0.03848853868479133
X	0.02492438173974784	508586	508.586	0.03659485222303657
X	0.022965804007886392	109204	109.204	0.05946768550114661
X	0.024623119798780388	13386	13.386	0.12252670440375188
X	0.02376455956570025	416649	416.649	0.03849341796553879
X	0.02472478264065371	325912	325.912	0.042332837256048965
X	0.02447608133391114	5170	5.17	0.1679127914335525
X	0.023559952302674575	15644	15.644	0.114623992970994
X	0.02308403136003999	74081	74.081	0.06779561527452482
X	0.02415139041412778	65327	65.327	0.07177113395284151
X	0.024233540712349646	67480	67.48	0.0710799749764189
X	0.023754579011759834	250433	250.433	0.04560564412622723
X	0.023702753838976666	46512	46.512	0.07987507223852879
X	0.02438570617253046	18325	18.325	0.10999268014164819
X	0.02380193890175002	8481	8.481	0.14105498019010568
X	0.02413702586835114	54137	54.137	0.07639469301516595
X	0.02447429225003489	32988	32.988	0.09052837371161311
X	0.02337371854803137	47207	47.207	0.07911165490309256
X	0.02319083171303993	208011	208.011	0.048129351226159404
X	0.02445276667742639	765909	765.909	0.031723683645972174
X	0.022854594042075176	16888	16.888	0.11061102845572407
X	0.022805345589143055	4522	4.522	0.1714886441281615
X	0.023561699551121997	24711	24.711	0.09842500171173128
X	0.02430381232114483	275962	275.962	0.044491294264315674
X	0.022924818052573463	61349	61.349	0.07202768719291759
X	0.0230400708096623	9218	9.218	0.13571120350627608
X	0.022870338285405516	10660	10.66	0.1289748786528926
X	0.02424233107639831	125741	125.741	0.05776957280857104
X	0.02280251675435122	7030	7.03	0.14802752783066778
X	0.02296086940947016	87250	87.25	0.06408272400475515
X	0.0229062250038099	10360	10.36	0.13027605204411724
X	0.023176396875899695	27690	27.69	0.09424123913305067
X	0.02389711967554225	18591	18.591	0.10872955298631558
X	0.02303938923841065	14263	14.263	0.11733295991511147
X	0.022865862896277196	11494	11.494	0.12576857322453566
X	0.02316525205858313	237777	237.777	0.04601390189985913
X	0.023849204524223334	530080	530.08	0.035566748161730014
X	0.02304179306541922	307896	307.896	0.04214092605129048
X	0.022935433266177297	169643	169.643	0.051324374851778286
X	0.02296800893990829	51882	51.882	0.07621413876694184
X	0.022847103268663804	16348	16.348	0.11180352726332536
X	0.024662866811390436	26643	26.643	0.09745859458028527
X	0.02305095052587687	280850	280.85	0.043458173568986354
X	0.02469453808763004	50325	50.325	0.07887493987045277
X	0.02345582791102202	111701	111.701	0.05943805212673918
X	0.023413798046662136	17280	17.28	0.11065627417278821
X	0.024962615002412848	1382396	1382.396	0.026235290053660303
X	0.022969405796312584	47151	47.151	0.07868397363234653
X	0.024752953067832477	88266	88.266	0.06545525576244532
X	0.02454048927451215	262899	262.899	0.04536261626826545
X	0.024425091131690543	77183	77.183	0.06814565641674718
X	0.023257284356102782	116152	116.152	0.05850290568275784
X	0.024939741527977878	621871	621.871	0.03422923669150176
X	0.02461140597918496	291274	291.274	0.0438811736593928
X	0.023253710038028633	115642	115.642	0.05858578042346264
X	0.022943447876890514	20446	20.446	0.10391624428569259
X	0.023178713583198226	76099	76.099	0.06728270754347714
X	0.022993871659991384	23391	23.391	0.09943083915470313
X	0.024730993887390976	244990	244.99	0.046561940421883476
X	0.024702627053737165	1461656	1461.656	0.02566252129006549
X	0.024636021206543107	239568	239.568	0.046850466614814346
X	0.02465048364972633	340518	340.518	0.04167687271375671
X	0.023332233838762605	42306	42.306	0.0820070995196846
X	0.022949269602547367	71698	71.698	0.06840490995712915
X	0.024667672117893183	55309	55.309	0.07640306601283507
X	0.02311904638898121	37482	37.482	0.08512341792736132
X	0.024235012284025748	62221	62.221	0.0730301320357744
X	0.024684031815202907	691410	691.41	0.03292760527880714
X	0.022900461422848017	72883	72.883	0.06798388787209637
X	0.023648861767195557	273424	273.424	0.04422398459776929
X	0.024866856367011258	226329	226.329	0.047895373067865066
X	0.0229414446617477	78937	78.937	0.06623894120955014
X	0.023016255335731588	24505	24.505	0.0979324576308173
X	0.02454797538203123	153813	153.813	0.054242647516966024
X	0.023992571591712822	254225	254.225	0.045528797624316115
X	0.022863244557191662	11568	11.568	0.12549503016300637
X	0.024829962213436727	1135860	1135.86	0.02796085308496894
X	0.023644827516421805	62142	62.142	0.07246311087314965
X	0.024932893555892788	163416	163.416	0.05343502730901542
X	0.024024962055149025	9277	9.277	0.13732566726708909
X	0.022961278517451986	28917	28.917	0.09260070160189814
X	0.0227983295522861	4787	4.787	0.16824669167698175
X	0.022734896361071844	5796	5.796	0.1577084151124159
X	0.02419636750005025	47748	47.748	0.07972569777313986
X	0.024573485360026317	169885	169.885	0.05249330391882609
X	0.02498641594971678	5760576	5000.0	0.01709666178574611
X	0.02391409528253471	15350	15.35	0.11592626895951358
X	0.023937400553773806	334332	334.332	0.04152404760372212
X	0.02329833995043584	16345	16.345	0.11254166886967595
X	0.024105583656758668	39234	39.234	0.08501293717267887
X	0.02433018753763628	33515	33.515	0.0898742772544743
X	0.023956161015630823	415579	415.579	0.03862968883690033
X	0.023069545834826722	19209	19.209	0.1062946556648337
X	0.02488704117726579	1725498	1725.498	0.024341813764157456
X	0.024500535544199373	11924	11.924	0.1271309239639012
X	0.02458096051509948	318460	318.46	0.04257761390656124
X	0.023906822828389674	117814	117.814	0.05876359008279904
X	0.02311225302393926	201608	201.608	0.04857858278219236
X	0.023236360314468362	385620	385.62	0.03920452388493396
X	0.022977395709739	40232	40.232	0.0829678291600158
X	0.022986346126011678	19889	19.889	0.10494272361534521
X	0.024425320696242616	140902	140.902	0.055758066518683744
X	0.02326175147992077	16571	16.571	0.11196902541133329
X	0.023371986747051515	38610	38.61	0.08459251620612532
X	0.02323405610299433	308251	308.251	0.04224158250045845
X	0.023632209478907897	37296	37.296	0.08589094027996273
X	0.024959987683196534	100940	100.94	0.06276637137334704
X	0.02300985934963278	82268	82.268	0.06539747916940614
X	0.024653176116544415	487964	487.964	0.03696820511566871
X	0.024417944606942642	1115137	1115.137	0.027976515780454216
X	0.023053228590424954	118071	118.071	0.05801355843727772
X	0.02397691707742036	14887	14.887	0.11721829075013414
X	0.02448497074125511	134876	134.876	0.056622403971604056
X	0.02359351670606005	112051	112.051	0.05949205636719375
X	0.023497534051539558	60751	60.751	0.07286007582057466
X	0.022969160988222513	137244	137.244	0.055108330565373356
X	0.02326645960321229	92709	92.709	0.0630767732866796
X	0.024322203891312576	177713	177.713	0.05153408571760437
X	0.022665888411892078	284517	284.517	0.04302836478817688
X	0.02420471136451025	70337	70.337	0.07007643863954875
X	0.02403187232509539	38328	38.328	0.08559015576157178
X	0.02281651411479103	9708	9.708	0.13295556159619004
X	0.024677095987821387	23522	23.522	0.10161081503523674
X	0.024460928081938286	220080	220.08	0.04807996222595085
X	0.023030144380491176	212065	212.065	0.04770997854603124
X	0.023635987108287435	334463	334.463	0.041343625162454815
X	0.02298092445447055	16756	16.756	0.11110468723041868
X	0.023880250435247986	40554	40.554	0.0838175688874217
X	0.024207828957208063	87676	87.676	0.06511659827720825
X	0.024102421915906662	374681	374.681	0.04006818509211644
X	0.023455994389728924	78937	78.937	0.06673050487605448
X	0.023481266578162813	116753	116.753	0.058589234458311476
X	0.02362275047718871	60056	60.056	0.07326974609857999
X	0.0229819834530458	44473	44.473	0.08024728731004746
X	0.02285179066281142	4373	4.373	0.1735322721289689
X	0.02444936699479267	14653	14.653	0.11860792003322834
X	0.024552018522148163	277248	277.248	0.04457310895970934
X	0.022906329220592325	46830	46.83	0.07879109089574671
X	0.023043528349202227	126745	126.745	0.05665080001392853
X	0.02289865484328563	4322	4.322	0.17433117986834235
X	0.023797563500843385	8291	8.291	0.14211563494098092
X	0.024017556194972024	163413	163.413	0.05277327796553439
X	0.023629103882233993	164138	164.138	0.05240982442172922
X	0.02425404366697945	90202	90.202	0.06454401776064582
X	0.022925716605378305	10731	10.731	0.12879358782364977
X	0.022899400600429443	17646	17.646	0.10907518207175004
X	0.023669775595258957	63102	63.102	0.07211910670602713
X	0.024280317419120023	69440	69.44	0.07045008951756258
X	0.023022328387050185	127467	127.467	0.05652629142915758
X	0.022991470952826058	10816	10.816	0.1285780079486545
X	0.02378495470490707	30578	30.578	0.09196680184818624
X	0.023095018066706927	69691	69.691	0.06920123895970294
X	0.022940665551852424	32534	32.534	0.08900673092182736
X	0.024758299616766913	463787	463.787	0.037653100868405995
X	0.023004435183918027	18832	18.832	0.10689852424769729
X	0.023037270148134375	90025	90.025	0.06348765630009748
X	0.024833863168037464	207715	207.715	0.04926352392668858
X	0.024317950998339888	60505	60.505	0.07379810972898064
X	0.024189731712159265	169990	169.99	0.052207860088381124
X	0.02447939240929924	254219	254.219	0.04583503240412853
X	0.022921877141867397	4561	4.561	0.17128922171313107
X	0.022997978406140922	98573	98.573	0.0615616940990091
X	0.02302359664874746	35276	35.276	0.08674236884327334
X	0.024196864303253556	166322	166.322	0.052594031654713734
X	0.023016672114875195	183621	183.621	0.050046463555980795
X	0.023031170552524724	74574	74.574	0.06759421431084446
X	0.024537342105175466	182692	182.692	0.05121171610128849
X	0.022954383219615935	28200	28.2	0.09336960177046892
X	0.022856368521734893	54768	54.768	0.07472973622300577
X	0.02290254178717733	21534	21.534	0.10207506343717469
X	0.024629799547490637	20062	20.062	0.10707684108290401
X	0.024563320489400055	283814	283.814	0.04423347781660114
X	0.02494920255211031	833062	833.062	0.03105463635438279
X	0.024279410905393217	21583	21.583	0.10400210068652495
X	0.02319940964779395	33260	33.26	0.08868528436475703
X	0.024033302528293315	31612	31.612	0.09126841182132474
X	0.02473672285768605	344864	344.864	0.04154940102678572
X	0.02302239263572133	112599	112.599	0.058912209006268174
X	0.0229675664937055	21573	21.573	0.10210996946075405
X	0.02467364827471818	130320	130.32	0.0574214426428783
X	0.02497112418725079	200883	200.883	0.049907402805860764
X	0.02288261587325254	20796	20.796	0.10323856370044475
X	0.023637720047501143	109512	109.512	0.0599857313408993
X	0.02293712717723639	24755	24.755	0.09748969177144282
time for making epsilon is 4.419011831283569
epsilons are
[0.1941828403457245, 0.08509836698572439, 0.15512164438015358, 0.11076711283990424, 0.07411425303283783, 0.05776587986928311, 0.05825113941507871, 0.06300831181165162, 0.11395866359123265, 0.08007176043462966, 0.11063405099406351, 0.05359904346097904, 0.11707111288060058, 0.03425457008700297, 0.07691486290445504, 0.05039321198919771, 0.05552474197225749, 0.07182243145501126, 0.041630089533216875, 0.04613198146450867, 0.06738996617029885, 0.03451989194750543, 0.08985574533866021, 0.07751174366958175, 0.09397979582813713, 0.0564934347124264, 0.06297316873862042, 0.12064790737874441, 0.06303309351439144, 0.020443080271291488, 0.10263011636165825, 0.027083281116648716, 0.09059393368642489, 0.10173297048812444, 0.08004915290379992, 0.04124927856289614, 0.04857499452641528, 0.1841303768051439, 0.13968632643098408, 0.14110200681834373, 0.14112837959182922, 0.1676510429006528, 0.21523033817506854, 0.147603831619107, 0.21137684384940955, 0.19969680915268487, 0.12577465588665987, 0.1357689754381158, 0.16858381474006062, 0.09045283018517974, 0.09034831830338248, 0.17784704749268362, 0.13446755855966444, 0.15971128617495786, 0.12324170130222277, 0.12377512455583044, 0.16251985673904767, 0.13876331961028154, 0.14947375527026002, 0.16028635702546684, 0.13339445175580733, 0.17796861725206004, 0.10627725175657278, 0.10591737434282499, 0.15806249567500755, 0.15288144308911802, 0.15126623674110964, 0.10938657205692967, 0.12843240958200008, 0.16595239392840372, 0.1377439671623849, 0.1446344934278169, 0.1445662770035951, 0.14620351625103373, 0.14627467138892178, 0.14988183813530567, 0.21843997647608826, 0.21982352678447234, 0.14044690786008185, 0.09094752878690701, 0.16789536363680255, 0.17228081671950823, 0.1174553394998884, 0.1917496528588365, 0.1805616070667685, 0.17677141357483614, 0.16789502723324307, 0.2000744136495288, 0.13778247723156148, 0.15706830114553574, 0.1434214743561153, 0.18521758725669235, 0.1841377381170266, 0.15294405505746222, 0.13530495142597673, 0.13705548762639513, 0.15042190141585515, 0.1175711835039468, 0.12960936712345558, 0.14687305999061814, 0.10406073080440259, 0.15229324611978506, 0.12471548868402112, 0.17916159046518687, 0.1253466491718174, 0.1679963661826193, 0.1334355196711967, 0.24212415645696742, 0.16982123535083654, 0.19085116310369465, 0.1783054291209547, 0.18835865786800596, 0.16449156132586962, 0.14597244169614781, 0.13580242639297907, 0.15848143911355406, 0.16093838387528714, 0.22018955375406984, 0.10908184868126032, 0.19101529504815434, 0.09372857553276277, 0.17313690453051642, 0.16757432051134152, 0.1752806463793818, 0.17759275243349612, 0.17504445384331954, 0.19445749048798544, 0.14608062177527298, 0.09425829070659474, 0.14957407077004023, 0.10216668839793225, 0.17179335688546996, 0.1393781378557154, 0.16949590904874987, 0.1539165547765781, 0.17596436143650104, 0.18604271754098645, 0.1607039503678261, 0.17203607793396225, 0.17887202662716778, 0.1469978002278177, 0.22425585875330942, 0.10315653722079154, 0.11483013835248426, 0.12160972898487758, 0.17439267855832463, 0.1763212243882464, 0.1499515063827385, 0.17557810080536687, 0.15796601381483172, 0.17752957438176623, 0.13885537733595485, 0.14267037507062386, 0.09417010935221909, 0.1443517192187893, 0.08715654974398582, 0.14824825701262062, 0.15335646982464318, 0.14492344585372685, 0.2477030664425785, 0.08931855053883754, 0.17219700104569832, 0.1459154396517431, 0.1997793189843584, 0.14612552349797917, 0.1780071208233064, 0.16998510987398943, 0.1403466003650596, 0.13065843216698106, 0.2543686240884367, 0.2030051149839256, 0.21975929111521655, 0.11568434531939033, 0.180362882263394, 0.12851432044280822, 0.14962353663369315, 0.11802129325101404, 0.1666709506964528, 0.1265608003495875, 0.14938172004107586, 0.14443711762931016, 0.17318709857407913, 0.11009035019255839, 0.16247836625091172, 0.13308876800687816, 0.14241065322192376, 0.1577829236021927, 0.13442752880063186, 0.12908140208657906, 0.09257656338838202, 0.15971616881994774, 0.22424977905080618, 0.14976632873365522, 0.1787436945903988, 0.13241194606688358, 0.15262218183496415, 0.1737516677249087, 0.18088082973275976, 0.1729595300952218, 0.19094173494997926, 0.1276351897290978, 0.16699117169475053, 0.10307697184678134, 0.13810648126070194, 0.13987985249787263, 0.18320891829881172, 0.12551736501935457, 0.14761948612184778, 0.15810660441499538, 0.11078548502298678, 0.13276054138480511, 0.14132595404299728, 0.15222609723101158, 0.13028028279310608, 0.21240411315363425, 0.1800127402718808, 0.2198447168696554, 0.21184423997250806, 0.1323989155242804, 0.15404932616409692, 0.12556888641146602, 0.20117808767081813, 0.130690317083529, 0.13429336371994058, 0.1391276731398271, 0.1372119810800745, 0.17930603170854031, 0.20284566355568381, 0.12673448475353488, 0.22007814553887659, 0.18111860850741163, 0.16476378770848063, 0.16637755179684927, 0.13801228759971323, 0.17658072994891547, 0.1438593001489634, 0.15069499067401923, 0.11813906371003463, 0.18634570098627382, 0.10126745396332386, 0.06184209772661677, 0.13204614838363057, 0.1291366226299951, 0.2275589809818642, 0.12897922682289992, 0.05669970165183645, 0.03533078972105798, 0.14605543541368066, 0.04595162038077489, 0.07378930692655718, 0.06532354144986134, 0.0415992567129692, 0.16997040634787253, 0.14122858487915488, 0.03753290681205874, 0.02911071693426053, 0.13463856369865243, 0.07579612812789369, 0.08739484042904463, 0.06936151325156742, 0.057448457280472855, 0.07277676931619301, 0.07067200435358795, 0.09581852327673794, 0.1432763812241373, 0.03258119295139359, 0.11467346774485188, 0.12694941854757372, 0.06585444069156278, 0.060309269174578094, 0.03944582685060553, 0.05059691084907613, 0.1887982098158888, 0.06528601334353103, 0.10669775064284877, 0.07159046234497708, 0.06148256388674857, 0.12852078702285716, 0.05828386829543089, 0.22723462367049382, 0.11982571844890832, 0.0478329212648958, 0.060571047628972016, 0.05851926296817367, 0.10534564286255331, 0.038239330365192704, 0.0961016090753699, 0.08050785625448792, 0.05404430730626218, 0.14183300410319277, 0.045679886089161334, 0.03703984366688045, 0.033567376374179975, 0.07201180812385424, 0.07180160569925219, 0.09509309323635148, 0.12991251410430826, 0.06344038362715697, 0.11079252268860744, 0.08079521174526387, 0.07029879842803957, 0.07372603172769812, 0.09753606484252264, 0.12064157851382946, 0.04898895751302591, 0.10337413296570189, 0.0956469895392919, 0.09941867612695346, 0.02972055289883453, 0.08271180024325876, 0.05038892873038154, 0.11936613720650205, 0.062478561833890736, 0.10472455736067462, 0.03214392205502846, 0.06823594991884006, 0.10572216148740006, 0.04746279388240409, 0.04930720178531535, 0.10293365723651916, 0.04850625473936813, 0.04665523352523279, 0.03315002309280721, 0.07467333108045414, 0.15872033441406144, 0.08896192089729868, 0.06786012231184538, 0.06971868752920533, 0.07975866426231458, 0.17717418284243378, 0.06481670588802742, 0.04725657768723049, 0.06828902189370892, 0.11774252744168577, 0.06962741910293434, 0.09826305067814427, 0.12264478307318968, 0.10186318233974237, 0.12406957222630384, 0.06181910849354057, 0.06614902116849618, 0.09154237584505799, 0.0728241918190451, 0.09860284005885092, 0.029816618336540132, 0.1001093326920237, 0.04616445418163887, 0.19975242368937488, 0.13565466900972695, 0.1477885148370168, 0.09417455890684975, 0.13267941212668016, 0.05038913615133957, 0.1259786571485375, 0.13940842344343377, 0.036962913990384975, 0.06315203678949825, 0.06753268823899143, 0.04556773620202816, 0.03595245805538204, 0.13263030397327444, 0.1064618532585231, 0.07715168707958606, 0.18047934926622117, 0.12831362129665255, 0.0883988789821659, 0.16558355664851201, 0.12571506457059162, 0.0988517871482307, 0.12713030412263107, 0.03419059717622099, 0.09923486558592913, 0.05556733987941846, 0.13166778860655054, 0.09084371367193879, 0.0535835427219484, 0.028909745831196012, 0.028502808446439914, 0.08128253143246965, 0.0543283194706917, 0.164642479982597, 0.07280143686988043, 0.06172707028803858, 0.07801382228263094, 0.10053782156911362, 0.05688488032707205, 0.027979398453150495, 0.06017091935236264, 0.11272988753907484, 0.07434557744192094, 0.10129970393089929, 0.14622158505907162, 0.046988102289012804, 0.09001912773191661, 0.1618803160694897, 0.04786036614564502, 0.10305433232092215, 0.2396122169530999, 0.04622476489189754, 0.05265159067585571, 0.05171191874291594, 0.04255559761504763, 0.04361398707271657, 0.09326690944440821, 0.06656340983915715, 0.045017671312234386, 0.044533460055335865, 0.09150463250499274, 0.060971498253958006, 0.04580996197315768, 0.04959363596151161, 0.06109592621316489, 0.07005245189446896, 0.09888743418128233, 0.11087325472788125, 0.12155241079551626, 0.045244123011935235, 0.0505232420347251, 0.03323397736941714, 0.04456208613900119, 0.05782547192692765, 0.09532542785928054, 0.048439834173431354, 0.14113350579584746, 0.0975749598476315, 0.042105897704925406, 0.06737556707838689, 0.1480716535609596, 0.1010079713241564, 0.043708637826806986, 0.08233535139793413, 0.04755666307329748, 0.1006826403976734, 0.10198155340752862, 0.13076247840557786, 0.15292550177500494, 0.057113319058451885, 0.0537429690185781, 0.1415722257411787, 0.0468847243343183, 0.10181275774737239, 0.07364614582850826, 0.1245527454943982, 0.043618040759176066, 0.11826529021339277, 0.06289808962131298, 0.079464902406416, 0.079623640618612, 0.0607249765677547, 0.03203989727155252, 0.09677753547526538, 0.09441043598211582, 0.04714696236571275, 0.0879019129051483, 0.02971261588962209, 0.12471543915521716, 0.047589569790177845, 0.03215318844807931, 0.14756760539060262, 0.038999580885814, 0.08632007881279131, 0.02825529632109725, 0.10579032070859254, 0.07554415519336141, 0.13127254904491278, 0.12541957022835065, 0.11247322236448447, 0.06627339258783053, 0.07560986447805206, 0.04484595672559266, 0.08798433430035559, 0.12161409367468412, 0.11379741352212806, 0.03662654685158253, 0.04810155033360896, 0.032347350211893104, 0.07503890884630374, 0.1041670392229307, 0.14132149277303643, 0.10512058121760061, 0.027401482146463433, 0.10393864868212878, 0.08407642028676297, 0.048492963707392395, 0.06805722748511446, 0.09784305097405036, 0.13854234034515836, 0.040738722612724564, 0.06352251121131249, 0.05661485815439539, 0.05928748097521918, 0.049884507213029276, 0.044080795358148676, 0.030891714999831947, 0.04231445462712954, 0.10172355361075576, 0.06881480757353571, 0.07625924791288295, 0.11625029749910941, 0.09642001570515991, 0.11995566046633205, 0.08905138425097865, 0.07229586527350332, 0.1321268716947768, 0.08375798341815514, 0.10423942213782703, 0.06208989387674586, 0.11703553280671548, 0.08329548033322876, 0.10632580118124696, 0.07407910813187965, 0.13589794532646796, 0.1097249463589034, 0.0839969546065436, 0.042542758087389665, 0.11729696506069916, 0.1793329987064688, 0.11096162534159684, 0.03848853868479133, 0.03659485222303657, 0.05946768550114661, 0.12252670440375188, 0.03849341796553879, 0.042332837256048965, 0.1679127914335525, 0.114623992970994, 0.06779561527452482, 0.07177113395284151, 0.0710799749764189, 0.04560564412622723, 0.07987507223852879, 0.10999268014164819, 0.14105498019010568, 0.07639469301516595, 0.09052837371161311, 0.07911165490309256, 0.048129351226159404, 0.031723683645972174, 0.11061102845572407, 0.1714886441281615, 0.09842500171173128, 0.044491294264315674, 0.07202768719291759, 0.13571120350627608, 0.1289748786528926, 0.05776957280857104, 0.14802752783066778, 0.06408272400475515, 0.13027605204411724, 0.09424123913305067, 0.10872955298631558, 0.11733295991511147, 0.12576857322453566, 0.04601390189985913, 0.035566748161730014, 0.04214092605129048, 0.051324374851778286, 0.07621413876694184, 0.11180352726332536, 0.09745859458028527, 0.043458173568986354, 0.07887493987045277, 0.05943805212673918, 0.11065627417278821, 0.026235290053660303, 0.07868397363234653, 0.06545525576244532, 0.04536261626826545, 0.06814565641674718, 0.05850290568275784, 0.03422923669150176, 0.0438811736593928, 0.05858578042346264, 0.10391624428569259, 0.06728270754347714, 0.09943083915470313, 0.046561940421883476, 0.02566252129006549, 0.046850466614814346, 0.04167687271375671, 0.0820070995196846, 0.06840490995712915, 0.07640306601283507, 0.08512341792736132, 0.0730301320357744, 0.03292760527880714, 0.06798388787209637, 0.04422398459776929, 0.047895373067865066, 0.06623894120955014, 0.0979324576308173, 0.054242647516966024, 0.045528797624316115, 0.12549503016300637, 0.02796085308496894, 0.07246311087314965, 0.05343502730901542, 0.13732566726708909, 0.09260070160189814, 0.16824669167698175, 0.1577084151124159, 0.07972569777313986, 0.05249330391882609, 0.01709666178574611, 0.11592626895951358, 0.04152404760372212, 0.11254166886967595, 0.08501293717267887, 0.0898742772544743, 0.03862968883690033, 0.1062946556648337, 0.024341813764157456, 0.1271309239639012, 0.04257761390656124, 0.05876359008279904, 0.04857858278219236, 0.03920452388493396, 0.0829678291600158, 0.10494272361534521, 0.055758066518683744, 0.11196902541133329, 0.08459251620612532, 0.04224158250045845, 0.08589094027996273, 0.06276637137334704, 0.06539747916940614, 0.03696820511566871, 0.027976515780454216, 0.05801355843727772, 0.11721829075013414, 0.056622403971604056, 0.05949205636719375, 0.07286007582057466, 0.055108330565373356, 0.0630767732866796, 0.05153408571760437, 0.04302836478817688, 0.07007643863954875, 0.08559015576157178, 0.13295556159619004, 0.10161081503523674, 0.04807996222595085, 0.04770997854603124, 0.041343625162454815, 0.11110468723041868, 0.0838175688874217, 0.06511659827720825, 0.04006818509211644, 0.06673050487605448, 0.058589234458311476, 0.07326974609857999, 0.08024728731004746, 0.1735322721289689, 0.11860792003322834, 0.04457310895970934, 0.07879109089574671, 0.05665080001392853, 0.17433117986834235, 0.14211563494098092, 0.05277327796553439, 0.05240982442172922, 0.06454401776064582, 0.12879358782364977, 0.10907518207175004, 0.07211910670602713, 0.07045008951756258, 0.05652629142915758, 0.1285780079486545, 0.09196680184818624, 0.06920123895970294, 0.08900673092182736, 0.037653100868405995, 0.10689852424769729, 0.06348765630009748, 0.04926352392668858, 0.07379810972898064, 0.052207860088381124, 0.04583503240412853, 0.17128922171313107, 0.0615616940990091, 0.08674236884327334, 0.052594031654713734, 0.050046463555980795, 0.06759421431084446, 0.05121171610128849, 0.09336960177046892, 0.07472973622300577, 0.10207506343717469, 0.10707684108290401, 0.04423347781660114, 0.03105463635438279, 0.10400210068652495, 0.08868528436475703, 0.09126841182132474, 0.04154940102678572, 0.058912209006268174, 0.10210996946075405, 0.0574214426428783, 0.049907402805860764, 0.10323856370044475, 0.0599857313408993, 0.09748969177144282]
0.08932043442839276
Making ranges
torch.Size([65288, 2])
We keep 1.01e+07/1.23e+09 =  0% of the original kernel matrix.

torch.Size([8045, 2])
We keep 3.13e+05/9.55e+06 =  3% of the original kernel matrix.

torch.Size([24380, 2])
We keep 1.78e+06/1.08e+08 =  1% of the original kernel matrix.

torch.Size([67314, 2])
We keep 1.77e+07/1.57e+09 =  1% of the original kernel matrix.

torch.Size([68542, 2])
We keep 1.23e+07/1.39e+09 =  0% of the original kernel matrix.

torch.Size([15464, 2])
We keep 1.02e+06/4.42e+07 =  2% of the original kernel matrix.

torch.Size([32868, 2])
We keep 3.14e+06/2.33e+08 =  1% of the original kernel matrix.

torch.Size([26727, 2])
We keep 1.34e+07/2.79e+08 =  4% of the original kernel matrix.

torch.Size([41669, 2])
We keep 6.09e+06/5.87e+08 =  1% of the original kernel matrix.

torch.Size([103947, 2])
We keep 6.09e+07/3.37e+09 =  1% of the original kernel matrix.

torch.Size([83009, 2])
We keep 1.61e+07/2.04e+09 =  0% of the original kernel matrix.

torch.Size([229265, 2])
We keep 1.08e+08/1.43e+10 =  0% of the original kernel matrix.

torch.Size([124256, 2])
We keep 3.04e+07/4.19e+09 =  0% of the original kernel matrix.

torch.Size([208043, 2])
We keep 1.08e+08/1.35e+10 =  0% of the original kernel matrix.

torch.Size([117790, 2])
We keep 2.96e+07/4.08e+09 =  0% of the original kernel matrix.

torch.Size([181423, 2])
We keep 7.49e+07/9.61e+09 =  0% of the original kernel matrix.

torch.Size([108856, 2])
We keep 2.58e+07/3.44e+09 =  0% of the original kernel matrix.

torch.Size([31140, 2])
We keep 6.92e+06/2.76e+08 =  2% of the original kernel matrix.

torch.Size([46010, 2])
We keep 6.19e+06/5.83e+08 =  1% of the original kernel matrix.

torch.Size([72673, 2])
We keep 5.41e+07/2.29e+09 =  2% of the original kernel matrix.

torch.Size([69272, 2])
We keep 1.42e+07/1.68e+09 =  0% of the original kernel matrix.

torch.Size([33197, 2])
We keep 4.92e+06/2.92e+08 =  1% of the original kernel matrix.

torch.Size([47385, 2])
We keep 6.26e+06/6.00e+08 =  1% of the original kernel matrix.

torch.Size([239413, 2])
We keep 2.84e+08/2.54e+10 =  1% of the original kernel matrix.

